Text,True_Label,Predicted_Label
wow new york time article maybe hot take bateman chase arnett come scumbags trying contextualise tambor raging arsehole jessica walter amazing actress fuck men,Offensive,Neither
telling home foreign soil fucking kikuyus,Hate Speech,Neither
wajaluo watajinyonga woman moses kuria dating see photo,Offensive,Neither
chebukati teach leadership water melon electionsboycottke lessonfromchebukatti,Offensive,Neither
olekaparo waiting fortranslation whatthis madness username_ username_ username_ pictwittercomcsqgnqcrj,Offensive,Neither
hate gor mahia supporter whether luo ukiboeka nitoe qwa list yako beg frens,Hate Speech,Neither
kama wembeniuleule basi sindanoniileile kwa walevi wezi wauwaji chill electoral fraudsters draintheswamp nasa,Offensive,Neither
worst tag twitter ever kenya bigger individual norailanopeace,Offensive,Neither
luo need live living lastthere life poll course raila one hate luo fanatism,Hate Speech,Neither
yall sound dumb peddling alllivesmatter bswe know time moment luo targetedvictimized luolivesmatter,Offensive,Neither
kikuyus sing gospel song drunk,Offensive,Neither
hypocrite stealing kamba slow sure way lying he helping maendeleochapchap,Offensive,Neither
thought going end got wrong noise maker included looting taking place freely iblameraila username_ pictwittercommxwnwepmef,Offensive,Neither
kikuyus dangerous,Hate Speech,Neither
sum pathetically mullah apologist waiting reform iranian regime cleric say jew wahabies saudi stink shia smell like apple blossom regimechangeiniran hatespeech antisemitism racism fascism pictwittercomqotzkgybo,Offensive,Neither
uhuruto havent joined kenyan ripmsando theyre guilty cheer wine deleting obstacle,Offensive,Neither
luhyas doomed become poorer unless stop growing sugar cane nzoia mumias factory liability wake youre extinct,Offensive,Neither
merus embus idiot gema always used yet never president haha,Hate Speech,Neither
wait larry lost defamation case nyakundi shit lose case nincompoop really,Offensive,Neither
kikuyus though whole lot selling item outside devolution conference venue mainly kikuyu,Offensive,Neither
government take action named euro bond saga ama iyo kelele uhurueurothieves,Offensive,Neither
beginning squad kill mungiki figure post killing luo luhyas squad formed kill squad killed mungiki squad formed kill icc witness jacob jumachris msando squad many police killer prow,Offensive,Neither
interest jubilee retaining commissioner ceo implicated sham august presidential poll noreformsnoelections,Offensive,Neither
nasa suppoters cold clearly seen twitter spreading hate kikuyus kalenjins done nothing wrong thats freedom speech focus goverment let fellow kenyan monster goverment freemigunamigunanow,Offensive,Neither
kalenjins tall thin small black witness lol username_,Offensive,Neither
uhuru cancelled meru rally due hostile ground wameru tibim nasa hawa mikora eagle,Offensive,Neither
hit stop single becomes unmarried nyakundi quote,Offensive,Neither
kamba fine sum money exacted penalty court also refers short video clip,Offensive,Neither
take serious decree discrimanation maasai voted jubilee goverment man,Offensive,Neither
wakikuyu wezi wewe kichwa kubwa,Offensive,Hate Speech
time kina cucu kikuyus money minded,Offensive,Neither
matatu ramisi likoni two kisiis driver conductor noisier ten luosmy head ache,Offensive,Neither
percent kikuyus kale showed,Neither,Hate Speech
kenyan like kisiis insult instead uniting community bba,Hate Speech,Neither
thought would revolution last year rid jubilee oppressive thieving regime tanoterror,Offensive,Neither
lmao nyakundi biggest slut shamer kot man doesnt fuck woke mathogothanio,Offensive,Neither
infact kikuyus lazy like short cut ever work hard god pay railathewardogsince,Hate Speech,Neither
waluhya tutapiga kura kwa hasira kukalishwa njaa jubilee luwere jubilee wajaluo wakikuyu kalenjins kamba wacoast mnasemaje,Neither,Hate Speech
tofauti yako president nyakundi different idea topic wewe alai wamama tupu,Offensive,Neither
dont need stupid sat nav well make blackjack hooker know forget sat nav,Offensive,Neither
shida yako inakuanga nini unakulanga mafi ama mini unapenda matusi hivyo,Offensive,Neither
saying kikuyus follow uhuru luo foow raila cartel community cartel,Offensive,Neither
wacha nisiseme wajaluo wote wanakuanga ujinga jaramogi family low stupid hawa ndio baba yao,Hate Speech,Offensive
uhuru smart politician trying poison railas mind threat raila maybe discouraged wembeniuleule,Offensive,Neither
uhuru kenyatta campaign usual yet friend drowned noreformsnoelections need need human president,Offensive,Neither
looted stoled good jubilee kikuyus taking advantage situation,Hate Speech,Neither
kind bullshit kenya taxpayer allows itif kenyan stand strong forgets tribe minute boycott paying tax demand money backu think wont get money back,Offensive,Neither
opinion kalenjins political nomadic pastoralist billy yatich kenya born colonial,Offensive,Neither
username_ username_ victim recognize kalenjinskikuyus luo kisii kuria bukusus mean nothing,Offensive,Neither
know hate luo,Offensive,Neither
tribal bigot last one asking question happened kikuyus change,Offensive,Neither
write family killed thru mungiki soldier thats believe kikuyus kalenjin prescident,Offensive,Neither
arrested muthama khalwale group hate speech come kikuyu moseskuria,Offensive,Neither
luhyas liberated tribe kenya make accessible pussy power hungry leader embrace tribalism like kikuyus kale luo unity granted unto,Hate Speech,Neither
first kenyan christian muslim kikuyus luo jubilee cord line,Offensive,Neither
think chinese foreign could answer lie picture realised useless pointless kenyan fkc grown kenyan men woman lie decubitus name punished foreigner,Offensive,Neither
uthamaki uhuru utengamano ufisadi umefika ukingoni uhamakiwaunga electionske,Offensive,Neither
hate farah feel like telling people real name mark masai,Offensive,Neither
need president care tribe kenya one luolivesmatter,Offensive,Neither
fight end even president kenyatta kill luo bondo migoriuhuru must railaoncitizentv oppositiondemos,Offensive,Neither
kikuyus jaluos kamba kalenjin luhyas community common problem ukabila,Offensive,Neither
sisi sio wajinga kupeleka kura zetu kwa polling station ziende zikaibiwe tena noreformsnoelections,Offensive,Neither
luyas prone accident,Offensive,Neither
waking seeing nyakundi said username_ make sick men need style asap,Offensive,Neither
nyakundi trending amemaliza shule,Offensive,Neither
wueh iko wot username_ gitz yahboiselfie alai wengine kadhaa sijui nliwafanyia nini nyakundi calling delas wife,Neither,Offensive
tukupigie kura tukupiganie kwa street tukuchangie helahuoni baba anawatumia raia kama tissue railapresser,Neither,Offensive
pirating student luhyas,Hate Speech,Neither
luhya lesbian tweet username_ hate tea every fibre eeuw,Hate Speech,Neither
sir hard time educating fool twitter never tire sir must fight integrity end noreformsnoelections,Offensive,Neither
kikuyus sick uthamaki syndrome kill username_ man people kifarangavyakompyuta,Neither,Offensive
kikuyus one commenting nonsenseyou legal moral authority judge woman blame eagle hen,Neither,Offensive
youre patheticyou mean cant good camera tell uthamaki ball,Offensive,Neither
tired old man shenanigan retire oppositiondemos luolivesmatter,Offensive,Neither
tribalism institutionalized username_ government appointment kikuyus kalenjins username_ realtalkke,Hate Speech,Neither
benefit username_ get kill human being killing people idea free advice moses kuria username_ pioneer revolutionist youll look place hide big head vain,Offensive,Neither
unfortunately agikuyu tweeting mbeenikuseonajubilee urging kamba drop kalonzo rejected,Offensive,Neither
conclude luo problem insecurity country hell heading people,Offensive,Neither
uhuru kenyatta cant claim want president people he killing luolivesmatter,Offensive,Neither
luo love opulence fraud masquerading showcasing luo culture minting money dumb end generation luofestival tragic,Offensive,Neither
username_ makondes kikuyus,Hate Speech,Neither
told guy chinese construction firm kenya actually owned somali kikuyus,Hate Speech,Neither
hate people hate luo ati coz hawajatahiri alafu mwanaume anahate anatombwa hao,Hate Speech,Neither
kikuyus stop threatening raila otherwise let also prepare handle follows afteru threaten fool,Offensive,Neither
lupita nyongos dress stolen hollwood surely kikuyus,Hate Speech,Neither
odm instruct one matter constitution forgot luo kamba intimidate like house boy,Offensive,Neither
reading scheming nyakundi article whole ministry tweeting like kombamwiko worn lot pictwittercommrbwzzei,Offensive,Neither
yea try first banar username_ thats true smh username_ hear luo pathetic kissersi try one,Offensive,Neither
luo one demonstrating kikuyus godrying,Hate Speech,Neither
much faith matiangi look he become username_ spanner boy luolivesmatter,Offensive,Neither
thot summerbreak hawa wazungu waende zao banakazi kutuchafulia lightskins wetu nkt eyesore galore,Hate Speech,Neither
uhuru think half year bed rose wait dream onyoure alone kikuyus kalenjins,Hate Speech,Neither
havent dated momo username_ without doubt kamba woman fairest,Offensive,Neither
username_ kalenjins stupid see move,Hate Speech,Neither
rose red violet blue talk shit masai ill kill,Offensive,Neither
agreed kill tribalism kikuyus,Offensive,Neither
two luhyas sat behind lost comical throwing tantrum like year old kid,Offensive,Neither
unakuanga wao pathetic subjective thinker mbona una include kikuyus nonsense johowronged,Neither,Offensive
luhya mobile game chase hen earn point bump maize flour get,Neither,Offensive
supporting killing innocent kenyan police make accomplice equally guilty luolivesmatter,Offensive,Neither
fuck thirst trap unfollowing nasty account follow wakianika tunafunga nyakundi said,Offensive,Neither
uproot mugumo tree come august fagiawote,Offensive,Neither
username_ username_ username_ kikuyus compensated luo kenyan dont matter,Hate Speech,Neither
wait see thief protesting wembeniuleule,Offensive,Neither
username_ ukabila mtaacha lini worker kikuyu,Hate Speech,Neither
chebukatti grinning aboutasking seurity kill fellow luhyas shame,Hate Speech,Neither
kalenjins richest community kenya car brand cheprolet,Offensive,Neither
kikuyus celebrating killing luo police thing blow full scale war going kept station,Hate Speech,Neither
uthamakiniciao kikuyus backbiter thing know power used luo kale,Hate Speech,Neither
kikuyus better make peace president nothing show language theyre still leading squatter even struggling survive like otherstheyre still using pathetic road get home,Offensive,Neither
two luhyas sexting like boynataka kukuhavegirl brave enough ama utachiken,Offensive,Neither
waiting username_ follow suit username_ conduct credible election joke username_ take kenyan banana noreformsnoelections,Offensive,Neither
doubt thats thief railathewardogsince railanottheproblem cord propagandist username_,Offensive,Neither
kikuyus inherently thief normal statistic show kikuyus likely thief priest,Hate Speech,Neither
hao wish ifike hata hapo ndiyo mtajua economy haibagui wafuasi chama tanoterror,Neither,Offensive
people dont know black magic cant work kalenjins chase catch torchwentoff,Hate Speech,Neither
kikuyus nasa area vulnerable,Hate Speech,Neither
wacha wakale wakule hiyo mahindi coat corruption high doesnt discriminate tanoterror,Hate Speech,Neither
uhuru sending itumbi moses kuria respond eurobond issue raila busy consulting financial expert uhurueurothieves,Offensive,Neither
big big big embarrassment spoilt kid always nuisance even parent nowweknow electionsboycottke,Offensive,Neither
wakale gani hao falaii,Offensive,Neither
police harm civilian justice onesided leadership inherited heritage clich thn ull knw democracyorsecession,Offensive,Neither
